,age,sex,job,housing,saving_accounts,checking_account,credit_amount,duration,purpose,risk,reference,income,cpf,score_serasa
655,22,male,2,free,little,little,3973,14,car,good,2023-04,,455.109.899-04,203
656,41,male,1,own,little,moderate,888,12,car,bad,2023-01,,147.380.429-98,911
657,37,male,2,own,,,10222,48,radio/TV,good,2023-02,,969.647.373-75,217
658,28,female,2,own,little,moderate,4221,30,business,good,2023-03,,993.668.769-86,473
659,41,male,2,own,little,moderate,6361,18,furniture/equipment,good,2023-04,,137.264.820-83,431
660,23,male,2,rent,little,rich,1297,12,radio/TV,good,2023-01,,606.551.672-42,340
661,23,male,2,own,,little,900,12,car,bad,2023-02,,866.131.219-16,550
662,50,male,2,own,little,,2241,21,furniture/equipment,good,2023-03,,430.418.762-72,611
663,35,male,3,own,little,moderate,1050,6,furniture/equipment,good,2023-04,,126.906.511-49,288
664,50,female,1,own,little,rich,1047,6,education,good,2023-01,,739.469.298-18,253
665,27,male,3,own,little,,6314,24,vacation/others,good,2023-02,,495.009.758-07,733
666,34,male,2,own,rich,moderate,3496,30,furniture/equipment,good,2023-03,,338.818.294-90,356
667,27,female,2,own,little,,3609,48,business,good,2023-04,,643.960.887-87,22
668,43,male,2,rent,little,little,4843,12,car,bad,2023-01,,108.805.586-95,761
669,47,male,2,own,little,rich,3017,30,radio/TV,good,2023-02,,635.642.809-01,521
670,27,male,1,own,moderate,,4139,24,business,good,2023-03,,608.135.555-15,757
671,31,male,2,own,moderate,,5742,36,business,good,2023-04,,681.434.990-65,836
672,42,male,3,own,little,,10366,60,car,good,2023-01,,953.026.172-18,99
673,24,male,2,own,quite rich,,2080,6,car,good,2023-02,,715.748.739-03,801
674,41,male,1,own,quite rich,,2580,21,business,bad,2023-03,,230.566.025-13,179
675,26,female,3,rent,little,,4530,30,radio/TV,good,2023-04,,684.956.439-01,222
676,33,male,2,own,little,,5150,24,furniture/equipment,good,2023-01,,499.622.370-76,905
677,24,male,2,own,moderate,moderate,5595,72,radio/TV,bad,2023-02,,691.944.857-20,761
678,64,male,1,rent,little,little,2384,24,radio/TV,good,2023-03,,707.848.228-08,658
679,26,female,2,own,little,,1453,18,radio/TV,good,2023-04,,800.260.069-01,441
680,56,female,2,own,little,,1538,6,education,good,2023-01,,798.455.508-78,607
681,37,male,2,free,,,2279,12,radio/TV,good,2023-02,,108.074.037-68,768
682,33,male,2,own,little,,1478,15,radio/TV,good,2023-03,2015.0,940.173.543-35,324
683,47,male,2,free,little,,5103,24,radio/TV,good,2023-04,,866.104.422-74,515
684,31,male,1,own,moderate,moderate,9857,36,business,good,2023-01,,113.822.356-58,15
685,34,male,2,free,,,6527,60,car,good,2023-02,,224.860.617-62,791
686,27,male,2,own,,rich,1347,10,radio/TV,good,2023-03,,613.632.293-54,335
687,30,male,2,free,moderate,moderate,2862,36,car,good,2023-04,,816.766.125-30,758
688,35,male,2,own,moderate,,2753,9,radio/TV,good,2023-01,,553.089.027-04,257
689,31,male,2,own,rich,little,3651,12,car,good,2023-02,,878.760.379-92,496
690,25,male,2,own,little,little,975,15,furniture/equipment,good,2023-03,,289.826.104-13,987
691,25,female,1,own,moderate,moderate,2631,15,repairs,good,2023-04,,691.303.596-94,895
692,29,male,2,own,moderate,moderate,2896,24,radio/TV,good,2023-01,,499.391.763-50,159
693,44,male,1,own,,little,4716,6,car,good,2023-02,,754.240.016-96,474
694,28,male,2,own,little,,2284,24,radio/TV,good,2023-03,,478.825.846-30,851
695,50,male,2,rent,quite rich,,1236,6,car,good,2023-04,,633.703.238-18,663
696,29,male,2,own,little,moderate,1103,12,radio/TV,good,2023-01,,143.420.892-38,907
697,38,female,0,own,little,,926,12,car,good,2023-02,,711.283.469-40,689
698,24,male,2,own,little,,1800,18,radio/TV,good,2023-03,,378.544.087-18,674
699,40,male,3,rent,little,rich,1905,15,education,good,2023-04,,547.266.532-96,379
700,29,female,1,rent,quite rich,,1123,12,furniture/equipment,bad,2023-01,,443.527.759-08,544
701,46,male,2,free,little,little,6331,48,car,bad,2023-02,,364.074.294-04,928
702,47,female,2,free,moderate,rich,1377,24,radio/TV,good,2023-03,,971.635.443-67,956
703,41,male,2,own,moderate,moderate,2503,30,business,good,2023-04,,360.533.123-80,690
704,32,female,2,own,little,moderate,2528,27,business,good,2023-01,,326.791.287-37,426
705,35,female,2,free,quite rich,,5324,15,car,good,2023-02,,544.476.157-20,612
706,24,male,2,own,moderate,moderate,6560,48,car,bad,2023-03,,857.924.001-80,267
707,25,female,2,rent,little,moderate,2969,12,furniture/equipment,bad,2023-04,,526.786.461-73,834
708,25,female,2,own,little,moderate,1206,9,radio/TV,good,2023-01,,336.175.953-67,576
709,37,male,1,own,little,moderate,2118,9,radio/TV,good,2023-02,,538.712.210-31,416
710,32,male,3,own,quite rich,,629,18,radio/TV,good,2023-03,,185.129.374-40,167
711,35,female,2,free,little,little,1198,6,education,bad,2023-04,,198.495.675-20,841
712,46,male,3,own,,,2476,21,car,good,2023-01,,422.334.779-95,42
713,25,male,1,own,little,little,1138,9,radio/TV,good,2023-02,,409.701.522-21,555
714,27,male,3,own,little,moderate,14027,60,car,bad,2023-03,,686.222.910-90,284
715,63,male,2,own,,,7596,30,car,good,2023-04,,430.962.797-80,396
716,40,male,2,own,,,3077,30,radio/TV,good,2023-01,,739.949.010-49,11
717,32,male,3,free,little,,1505,18,radio/TV,good,2023-02,,351.474.325-82,606
718,31,male,2,own,,rich,3148,24,radio/TV,good,2023-03,,939.303.831-79,301
719,31,male,2,own,moderate,moderate,6148,20,car,good,2023-04,,461.800.812-12,897
720,34,male,3,own,little,rich,1337,9,radio/TV,bad,2023-01,,249.881.373-09,252
721,24,female,2,rent,rich,moderate,433,6,education,bad,2023-02,,991.982.821-15,498
722,24,female,1,own,little,little,1228,12,car,bad,2023-03,,265.850.014-94,753
723,66,female,1,own,quite rich,moderate,790,9,radio/TV,good,2023-04,,422.683.747-93,34
724,21,female,2,rent,little,,2570,27,car,bad,2023-01,,174.170.047-76,726
725,41,female,1,own,rich,,250,6,car,good,2023-02,,187.173.138-05,848
726,47,male,1,own,quite rich,,1316,15,radio/TV,good,2023-03,,916.898.479-05,89
727,25,female,2,rent,little,little,1882,18,radio/TV,bad,2023-04,,630.267.820-09,775
728,59,female,2,rent,little,moderate,6416,48,business,bad,2023-01,,733.303.779-76,604
729,36,male,2,own,rich,rich,1275,24,business,good,2023-02,,625.604.189-59,921
730,33,male,2,own,little,moderate,6403,24,radio/TV,good,2023-03,,435.835.318-50,969
731,21,male,1,rent,little,little,1987,24,radio/TV,bad,2023-04,,890.357.174-65,601
732,44,female,1,own,little,moderate,760,8,radio/TV,good,2023-01,,480.535.953-67,417
733,28,female,2,rent,rich,,2603,24,car,good,2023-02,,621.503.550-51,114
734,37,female,2,own,little,,3380,4,car,good,2023-03,,368.616.816-28,616
735,29,female,0,own,,moderate,3990,36,domestic appliances,good,2023-04,,521.874.426-32,902
736,23,female,3,rent,little,moderate,11560,24,car,bad,2023-01,,320.619.227-75,195
737,35,male,1,own,moderate,little,4380,18,car,good,2023-02,,171.247.150-32,825
738,45,male,3,own,little,,6761,6,car,good,2023-03,,886.465.787-80,500
739,26,female,1,rent,moderate,moderate,4280,30,business,bad,2023-04,,312.358.261-20,625
740,32,male,2,own,moderate,little,2325,24,car,good,2023-01,,712.312.876-16,492
741,23,male,1,own,little,moderate,1048,10,radio/TV,good,2023-02,,845.091.232-64,74
742,41,male,2,own,,,3160,21,radio/TV,good,2023-03,,835.504.784-29,412
743,22,male,2,own,quite rich,little,2483,24,furniture/equipment,good,2023-04,,690.786.757-56,375
744,30,male,3,own,,little,14179,39,furniture/equipment,good,2023-01,,684.877.315-89,419
745,28,male,1,own,little,little,1797,13,business,good,2023-02,,253.122.543-98,728
746,23,female,2,rent,little,little,2511,15,car,good,2023-03,,865.588.526-67,276
747,37,female,1,own,little,little,1274,12,car,bad,2023-04,,608.250.074-10,760
748,26,male,2,own,,,5248,21,car,good,2023-01,,898.482.830-05,675
749,33,male,2,own,little,,3029,15,car,good,2023-02,1675.0,786.786.245-58,393
750,49,female,2,own,little,little,428,6,furniture/equipment,good,2023-03,,485.697.869-13,868
751,23,female,1,own,little,little,976,18,car,bad,2023-04,,674.808.138-64,456
752,23,female,1,rent,moderate,moderate,841,12,business,good,2023-01,,408.689.032-13,919
753,25,female,2,own,little,,5771,30,radio/TV,good,2023-02,,960.336.729-09,191
754,55,male,2,free,rich,,1555,12,repairs,bad,2023-03,3239.0,476.966.543-14,738
755,32,female,2,rent,,little,1285,24,car,bad,2023-04,,971.605.060-73,688
756,74,male,0,own,little,rich,1299,6,car,good,2023-01,,892.319.480-83,98
757,39,male,2,free,,rich,1271,15,radio/TV,bad,2023-02,,381.534.963-01,547
758,31,male,2,own,little,,1393,24,car,good,2023-03,,582.047.548-84,977
759,35,male,2,own,little,little,691,12,car,bad,2023-04,,462.973.233-05,998
760,59,female,2,own,,,5045,15,car,good,2023-01,,809.932.802-77,95
761,24,female,2,rent,little,little,2124,18,furniture/equipment,bad,2023-02,,212.513.996-06,663
762,24,male,1,own,little,little,2214,12,radio/TV,good,2023-03,,960.075.626-03,662
763,30,male,3,free,,,12680,21,car,bad,2023-04,,203.902.832-31,189
764,27,male,2,own,moderate,,2463,24,car,good,2023-01,,468.551.773-36,735
765,40,male,1,own,little,moderate,1155,12,radio/TV,good,2023-02,,450.886.141-52,36
766,31,male,1,own,little,little,3108,30,furniture/equipment,bad,2023-03,,471.424.885-57,779
767,31,female,2,rent,,,2901,10,car,good,2023-04,,199.088.364-80,368
768,28,male,2,rent,little,moderate,3617,12,furniture/equipment,good,2023-01,,948.988.869-90,694
769,63,male,1,own,little,,1655,12,radio/TV,good,2023-02,,177.647.696-49,524
770,26,female,2,rent,,little,2812,24,car,good,2023-03,,871.448.826-43,278
771,25,female,3,own,little,little,8065,36,education,bad,2023-04,,309.274.732-16,216
772,36,male,3,own,little,,3275,21,car,good,2023-01,,239.938.354-09,866
773,52,male,2,own,moderate,,2223,24,radio/TV,good,2023-02,,918.961.140-32,872
774,66,male,0,free,quite rich,rich,1480,12,car,good,2023-03,,341.102.738-03,797
775,25,female,2,rent,,little,1371,24,car,bad,2023-04,,139.929.257-90,272
776,37,male,2,own,little,,3535,36,car,good,2023-01,,541.213.474-20,880
777,25,female,2,own,little,little,3509,18,radio/TV,good,2023-02,,871.620.141-86,61
778,38,male,3,own,rich,,5711,36,car,good,2023-03,3109.0,627.122.418-00,595
779,67,female,2,own,little,moderate,3872,18,repairs,good,2023-04,,645.092.164-16,879
780,25,male,2,own,little,moderate,4933,39,radio/TV,bad,2023-01,,494.851.676-79,728
781,60,male,2,own,rich,,1940,24,car,good,2023-02,,899.299.492-32,341
782,31,male,1,own,little,moderate,1410,12,education,good,2023-03,,326.101.296-02,396
783,23,female,1,own,moderate,moderate,836,12,car,bad,2023-04,,895.343.764-42,698
784,60,male,3,own,,moderate,6468,20,car,good,2023-01,,994.155.849-39,18
785,35,male,1,own,rich,moderate,1941,18,business,good,2023-02,,904.676.287-42,176
786,40,male,2,own,quite rich,,2675,22,radio/TV,good,2023-03,,984.844.899-30,611
787,38,male,2,own,,,2751,48,car,good,2023-04,,673.292.101-02,395
788,50,male,2,free,little,moderate,6224,48,education,bad,2023-01,,663.373.657-63,444
789,27,male,2,own,little,little,5998,40,education,bad,2023-02,,446.180.867-00,232
790,39,female,2,own,little,moderate,1188,21,business,bad,2023-03,,314.069.885-29,914
791,41,male,3,own,,,6313,24,car,good,2023-04,,761.052.710-69,75
792,27,male,2,own,,,1221,6,furniture/equipment,good,2023-01,,784.575.650-44,264
793,51,male,2,free,little,rich,2892,24,furniture/equipment,good,2023-02,,902.517.632-18,454
794,32,male,2,rent,quite rich,,3062,24,furniture/equipment,good,2023-03,,229.764.119-21,795
795,22,female,2,rent,moderate,,2301,9,furniture/equipment,good,2023-04,,130.190.179-20,717
796,51,male,2,free,,little,7511,18,car,bad,2023-01,,166.627.397-07,734
797,22,female,1,rent,little,,1258,12,furniture/equipment,good,2023-02,,346.016.808-08,383
798,54,male,2,own,,,717,24,car,good,2023-03,,782.505.397-45,563
799,35,male,0,own,,moderate,1549,9,car,good,2023-04,,573.413.435-08,850
800,54,male,2,free,little,,1597,24,education,good,2023-01,,664.141.419-17,505
801,48,female,1,rent,little,moderate,1795,18,radio/TV,good,2023-02,,681.341.371-64,366
802,24,female,2,own,little,little,4272,20,furniture/equipment,good,2023-03,,739.245.880-90,143
803,35,male,2,own,,,976,12,radio/TV,good,2023-04,,105.905.950-91,884
804,24,female,0,rent,,moderate,7472,12,car,good,2023-01,,841.410.387-17,68
805,24,male,2,own,little,little,9271,36,car,bad,2023-02,,774.117.271-99,98
806,26,male,1,own,little,moderate,590,6,radio/TV,good,2023-03,,987.403.043-70,395
807,65,male,2,own,,,930,12,radio/TV,good,2023-04,,157.563.860-68,24
808,55,male,3,free,little,moderate,9283,42,car,good,2023-01,,396.172.445-86,947
809,26,female,0,rent,little,moderate,1778,15,car,bad,2023-02,,240.641.687-98,890
810,26,male,2,own,little,moderate,907,8,business,good,2023-03,,345.048.171-10,468
811,28,male,1,own,little,moderate,484,6,radio/TV,good,2023-04,,291.533.673-32,483
812,24,male,2,own,little,little,9629,36,car,bad,2023-01,,238.242.461-39,564
813,54,male,2,own,little,little,3051,48,domestic appliances,bad,2023-02,,255.854.165-02,150
814,46,male,2,free,little,little,3931,48,car,bad,2023-03,,150.275.547-53,143
815,54,female,2,rent,little,moderate,7432,36,car,good,2023-04,,210.465.926-45,568
816,62,male,2,own,quite rich,,1338,6,domestic appliances,good,2023-01,,210.004.150-90,38
817,24,female,2,rent,little,,1554,6,radio/TV,good,2023-02,,771.108.315-74,108
818,43,male,3,own,little,little,15857,36,vacation/others,good,2023-03,,259.457.549-60,692
819,26,male,2,own,little,little,1345,18,radio/TV,bad,2023-04,,194.273.359-39,41
820,27,male,2,own,little,,1101,12,car,good,2023-01,,620.580.495-60,185
821,24,male,2,own,little,rich,3016,12,radio/TV,good,2023-02,,140.365.237-67,934
822,41,male,2,own,little,little,2712,36,furniture/equipment,bad,2023-03,,868.313.310-92,397
823,47,male,1,own,little,little,731,8,car,good,2023-04,,957.876.073-68,222
824,35,male,3,own,little,,3780,18,furniture/equipment,good,2023-01,,507.117.528-26,633
825,30,male,2,own,little,little,1602,21,car,good,2023-02,,214.720.972-46,132
826,33,female,2,rent,little,little,3966,18,car,bad,2023-03,,177.906.501-90,162
827,36,male,2,own,little,,4165,18,business,bad,2023-04,,380.745.515-98,214
828,47,male,2,free,,little,8335,36,car,bad,2023-01,,771.654.728-35,732
829,38,male,2,free,,moderate,6681,48,business,good,2023-02,,542.766.563-38,234
830,44,male,2,own,quite rich,,2375,24,business,good,2023-03,,244.369.335-04,842
831,23,female,2,rent,little,little,1216,18,car,bad,2023-04,,299.718.506-80,657
832,29,male,2,rent,little,little,11816,45,business,bad,2023-01,,369.093.459-16,750
833,42,female,2,own,,moderate,5084,24,radio/TV,good,2023-02,,614.105.169-38,587
834,25,female,1,own,little,rich,2327,15,radio/TV,bad,2023-03,,771.893.753-41,8
835,48,male,2,own,little,little,1082,12,car,bad,2023-04,,366.257.258-38,73
836,21,female,2,own,,,886,12,radio/TV,good,2023-01,,698.054.328-82,953
837,23,female,1,rent,little,,601,4,furniture/equipment,good,2023-02,,511.975.188-19,491
838,63,male,2,own,little,little,2957,24,car,good,2023-03,,239.245.763-86,912
839,46,male,2,own,little,,2611,24,radio/TV,good,2023-04,,379.986.865-88,252
840,29,male,2,own,little,little,5179,36,furniture/equipment,bad,2023-01,,791.900.320-20,229
841,28,male,1,own,little,,2993,21,car,good,2023-02,,193.878.234-82,518
842,23,female,2,own,little,,1943,18,repairs,bad,2023-03,,518.086.406-24,173
843,50,male,2,own,little,,1559,24,business,good,2023-04,,471.190.853-60,652
844,47,male,2,own,little,,3422,18,furniture/equipment,good,2023-01,,743.529.342-32,167
845,35,male,2,own,,moderate,3976,21,furniture/equipment,good,2023-02,2191.0,193.730.769-73,169
846,68,male,2,rent,,,6761,18,car,bad,2023-03,,803.471.351-10,392
847,28,male,2,own,little,,1249,24,car,good,2023-04,,307.535.306-00,945
848,59,male,2,own,little,little,1364,9,radio/TV,good,2023-01,,649.705.175-92,794
849,57,male,1,own,little,little,709,12,radio/TV,bad,2023-02,,358.420.366-06,633
850,33,male,2,rent,little,little,2235,20,car,bad,2023-03,,667.518.127-01,193
851,43,male,2,own,,,4042,24,car,good,2023-04,,902.396.358-09,516
852,35,male,2,free,little,,1471,15,radio/TV,good,2023-01,,716.103.828-62,28
853,32,male,1,free,little,little,1442,18,car,bad,2023-02,,324.445.865-30,164
854,45,male,2,own,little,,10875,36,car,good,2023-03,,434.442.137-00,421
855,33,male,2,own,moderate,,1474,24,car,good,2023-04,,824.961.771-19,338
856,40,female,2,own,,,894,10,education,good,2023-01,,261.976.183-20,647
857,28,male,2,free,little,,3343,15,furniture/equipment,good,2023-02,,143.627.391-90,495
858,29,female,2,own,little,little,3959,15,car,bad,2023-03,,634.403.213-80,364
859,26,male,2,rent,moderate,,3577,9,car,good,2023-04,,128.046.417-83,832
860,27,male,2,own,rich,,5804,24,car,good,2023-01,,722.620.228-01,341
861,28,male,2,own,little,,2169,18,business,bad,2023-02,,762.174.850-87,499
862,35,female,2,own,little,little,2439,24,radio/TV,bad,2023-03,,950.822.873-38,656
863,32,male,1,own,rich,,4526,27,furniture/equipment,good,2023-04,,921.157.796-90,510
864,25,male,1,rent,little,,2210,10,furniture/equipment,bad,2023-01,,380.591.319-23,326
865,20,female,2,rent,quite rich,,2221,15,furniture/equipment,good,2023-02,,479.087.152-57,216
866,27,female,2,own,little,little,2389,18,radio/TV,good,2023-03,,352.109.170-88,300
867,42,male,2,own,little,,3331,12,furniture/equipment,good,2023-04,,946.263.124-70,131
868,37,male,2,own,,,7409,36,business,good,2023-01,,566.121.087-62,803
869,24,female,2,rent,little,little,652,12,furniture/equipment,good,2023-02,,527.376.632-02,69
870,40,female,2,own,quite rich,,7678,36,furniture/equipment,good,2023-03,,886.045.372-01,251
871,46,male,2,own,little,rich,1343,6,car,good,2023-04,,590.037.672-97,414
872,26,male,2,own,moderate,little,1382,24,business,good,2023-01,,194.640.288-58,786
873,24,female,2,own,,,874,15,domestic appliances,good,2023-02,,749.600.177-59,444
874,29,male,1,own,little,little,3590,12,furniture/equipment,good,2023-03,,821.511.294-38,875
875,40,female,2,own,rich,moderate,1322,11,car,good,2023-04,,104.151.785-84,181
876,36,male,3,free,little,little,1940,18,radio/TV,good,2023-01,,481.565.944-36,166
877,28,male,2,own,little,,3595,36,radio/TV,good,2023-02,,532.142.662-76,90
878,27,male,3,free,little,little,1422,9,car,bad,2023-03,,889.217.877-63,713
879,36,male,2,own,,,6742,30,radio/TV,good,2023-04,,362.949.878-73,857
880,38,male,3,own,little,,7814,24,car,good,2023-01,,293.726.752-10,530
881,48,male,2,free,,,9277,24,car,good,2023-02,,200.463.184-88,38
882,36,male,2,own,,moderate,2181,30,car,good,2023-03,,592.928.572-15,125
883,65,female,0,own,little,,1098,18,radio/TV,good,2023-04,,573.046.369-39,450
884,43,male,2,own,little,moderate,4057,24,furniture/equipment,bad,2023-01,,761.329.947-34,172
885,53,female,2,own,little,little,795,12,education,bad,2023-02,,282.732.842-98,652
886,34,male,2,own,,moderate,2825,24,business,good,2023-03,,390.633.384-14,753
887,23,male,2,own,little,moderate,15672,48,business,bad,2023-04,,279.100.070-43,219
888,34,male,3,own,little,,6614,36,car,good,2023-01,,992.644.949-28,637
889,40,male,2,rent,,,7824,28,car,good,2023-02,,309.760.432-46,57
890,43,male,3,own,little,little,2442,27,business,good,2023-03,,286.995.216-34,659
891,46,male,2,own,little,,1829,15,radio/TV,good,2023-04,,584.902.497-25,475
892,38,male,1,own,little,little,2171,12,car,good,2023-01,,451.007.685-17,455
893,34,male,2,own,little,moderate,5800,36,car,good,2023-02,,994.644.421-66,828
894,29,male,2,own,,,1169,18,radio/TV,good,2023-03,,516.262.753-43,894
895,31,male,3,own,,,8947,36,car,good,2023-04,,867.212.361-17,360
896,28,female,3,rent,little,little,2606,21,radio/TV,good,2023-01,,811.996.244-38,934
897,35,female,2,own,rich,,1592,12,furniture/equipment,good,2023-02,,705.416.964-67,0
898,33,female,1,rent,,,2186,15,furniture/equipment,good,2023-03,,940.517.121-68,386
899,42,male,2,own,little,little,4153,18,furniture/equipment,bad,2023-04,3434.0,805.181.717-60,972
900,43,male,2,rent,little,little,2625,16,car,bad,2023-01,,529.390.959-22,347
901,44,male,2,own,,,3485,20,car,good,2023-02,,825.945.409-27,189
902,42,male,2,free,,,10477,36,car,good,2023-03,,519.027.785-29,504
903,40,male,2,rent,,,1386,15,radio/TV,good,2023-04,,580.980.111-00,190
904,36,male,3,own,little,,1278,24,radio/TV,good,2023-01,,794.777.711-04,507
905,20,male,3,rent,little,little,1107,12,radio/TV,good,2023-02,,748.426.108-40,368
906,24,male,1,own,,little,3763,21,car,good,2023-03,,295.128.405-53,408
907,27,male,2,own,,moderate,3711,36,education,good,2023-04,,274.322.251-41,823
908,46,female,1,own,little,,3594,15,car,good,2023-01,,367.460.951-77,928
909,33,female,1,own,,moderate,3195,9,car,good,2023-02,,258.785.518-70,933
910,34,female,2,own,little,,4454,36,radio/TV,good,2023-03,,153.698.471-00,116
911,25,female,1,own,little,moderate,4736,24,furniture/equipment,bad,2023-04,,580.761.125-08,133
912,25,female,2,own,,moderate,2991,30,radio/TV,good,2023-01,,342.251.707-30,57
913,28,male,2,own,rich,,2142,11,business,good,2023-02,,555.152.186-98,555
914,31,male,2,rent,little,little,3161,24,business,bad,2023-03,,998.678.409-33,684
915,32,female,3,own,little,moderate,18424,48,vacation/others,bad,2023-04,1684.0,323.151.807-59,671
916,32,male,2,own,moderate,,2848,10,car,good,2023-01,,288.934.386-31,172
917,68,male,3,own,little,little,14896,6,car,bad,2023-02,,255.813.694-10,828
918,33,male,2,own,moderate,little,2359,24,furniture/equipment,bad,2023-03,,964.850.879-82,814
919,39,male,3,rent,little,little,3345,24,furniture/equipment,bad,2023-04,,485.591.327-83,148
920,28,female,2,own,little,,1817,18,furniture/equipment,good,2023-01,,137.026.182-95,79
921,37,male,3,own,quite rich,,12749,48,radio/TV,good,2023-02,,624.568.852-36,885
922,22,female,2,rent,little,little,1366,9,radio/TV,bad,2023-03,,807.408.403-55,212
923,30,male,2,rent,little,moderate,2002,12,car,good,2023-04,,292.619.673-37,202
924,55,male,2,own,little,little,6872,24,furniture/equipment,bad,2023-01,,444.521.086-28,763
925,46,male,2,own,little,little,697,12,car,bad,2023-02,,136.185.155-45,228
926,21,female,2,rent,little,little,1049,18,furniture/equipment,good,2023-03,,128.997.485-30,675
927,39,male,2,free,little,little,10297,48,car,bad,2023-04,,117.642.355-09,226
928,58,male,2,own,,,1867,30,radio/TV,good,2023-01,,183.261.653-36,658
929,43,male,1,own,little,little,1344,12,car,good,2023-02,,177.076.110-12,531
930,24,male,1,own,little,little,1747,24,furniture/equipment,good,2023-03,,979.958.391-89,440
931,22,female,2,own,little,moderate,1670,9,radio/TV,bad,2023-04,,642.255.847-39,401
932,30,male,2,own,little,,1224,9,car,good,2023-01,,649.026.004-20,46
933,42,male,2,own,quite rich,,522,12,radio/TV,good,2023-02,,785.602.894-70,232
934,23,female,2,own,little,little,1498,12,radio/TV,good,2023-03,2256.0,656.549.845-86,304
935,30,male,3,own,moderate,moderate,1919,30,radio/TV,bad,2023-04,,794.151.795-70,525
936,28,female,1,own,little,rich,745,9,radio/TV,bad,2023-01,,617.880.411-35,142
937,30,male,3,rent,little,moderate,2063,6,radio/TV,good,2023-02,,123.593.741-09,414
938,42,male,2,free,little,moderate,6288,60,education,bad,2023-03,,944.553.596-05,512
939,46,male,3,own,,,6842,24,car,good,2023-04,,964.316.392-00,372
940,45,male,3,own,,,3527,12,car,good,2023-01,,358.480.807-39,565
941,31,male,1,own,little,,1546,10,car,good,2023-02,,103.133.211-16,885
942,31,male,2,own,,,929,24,furniture/equipment,good,2023-03,,194.542.873-20,258
943,42,male,1,own,little,,1455,4,car,good,2023-04,,349.025.392-25,655
944,46,female,2,rent,little,little,1845,15,furniture/equipment,good,2023-01,,216.683.198-29,470
945,30,female,2,own,quite rich,moderate,8358,48,car,good,2023-02,,325.544.257-52,952
946,30,male,2,free,quite rich,little,3349,24,furniture/equipment,bad,2023-03,,380.051.608-01,970
947,38,male,3,own,,,2859,12,car,good,2023-04,,504.379.383-01,11
948,43,male,1,own,little,,1533,18,furniture/equipment,bad,2023-01,,502.280.322-45,329
949,31,male,2,own,moderate,,3621,24,radio/TV,bad,2023-02,,783.845.575-86,735
950,40,male,0,own,little,moderate,3590,18,business,good,2023-03,,239.289.643-72,783
951,24,male,2,own,little,little,2145,36,business,bad,2023-04,,266.222.944-61,967
952,28,female,2,rent,quite rich,moderate,4113,24,car,bad,2023-01,,704.423.721-59,357
953,26,female,3,own,little,,10974,36,furniture/equipment,bad,2023-02,,307.636.706-42,971
954,29,female,2,own,little,little,1893,12,car,good,2023-03,4479.0,553.006.085-48,407
955,57,female,3,rent,rich,little,1231,24,radio/TV,good,2023-04,,623.696.806-36,667
956,49,male,1,own,,rich,3656,30,radio/TV,good,2023-01,,773.365.427-00,372
957,37,male,1,own,little,moderate,1154,9,radio/TV,good,2023-02,,966.281.238-55,7
958,45,male,1,own,little,little,4006,28,car,bad,2023-03,,409.680.728-10,121
959,30,male,2,free,moderate,moderate,3069,24,furniture/equipment,good,2023-04,,732.998.266-03,347
960,30,male,2,rent,little,,1740,6,radio/TV,good,2023-01,,660.149.681-21,675
961,47,male,2,own,little,moderate,2353,21,car,good,2023-02,,501.184.170-70,89
962,29,male,2,own,,,3556,15,car,good,2023-03,,210.002.066-88,647
963,35,male,2,own,quite rich,,2397,24,radio/TV,bad,2023-04,,920.648.644-66,697
964,22,male,1,own,little,moderate,454,6,repairs,good,2023-01,,940.135.434-00,315
965,26,female,2,own,,moderate,1715,30,radio/TV,good,2023-02,,975.170.295-09,177
966,23,male,1,own,quite rich,moderate,2520,27,radio/TV,bad,2023-03,,901.970.443-52,539
967,54,female,3,rent,little,,3568,15,radio/TV,good,2023-04,,200.200.009-36,731
968,29,male,2,rent,,,7166,42,radio/TV,good,2023-01,,503.881.991-56,868
969,40,male,1,own,little,little,3939,11,car,good,2023-02,,259.506.327-88,40
970,22,male,2,own,moderate,moderate,1514,15,repairs,good,2023-03,,558.148.347-73,739
971,43,male,1,own,little,,7393,24,car,good,2023-04,,284.058.331-37,703
972,29,female,0,rent,little,little,1193,24,car,bad,2023-01,,132.134.440-65,922
973,36,male,2,rent,little,little,7297,60,business,bad,2023-02,,433.260.963-80,501
974,33,female,2,own,little,,2831,30,radio/TV,good,2023-03,,213.566.180-57,958
975,57,female,1,own,quite rich,rich,1258,24,radio/TV,good,2023-04,,678.027.092-02,144
976,64,female,2,own,little,moderate,753,6,radio/TV,good,2023-01,,367.787.335-51,200
977,42,male,2,own,,moderate,2427,18,business,good,2023-02,,305.789.750-92,928
978,47,male,1,own,little,,2538,24,car,bad,2023-03,,712.782.984-52,723
979,25,male,2,rent,moderate,moderate,1264,15,car,bad,2023-04,,726.938.414-29,460
980,49,male,2,own,little,moderate,8386,30,furniture/equipment,bad,2023-01,,941.129.870-21,731
981,33,male,3,rent,little,,4844,48,business,bad,2023-02,,809.056.431-35,751
982,28,female,3,own,moderate,rich,2923,21,car,good,2023-03,,731.179.501-09,924
983,26,male,2,own,little,little,8229,36,car,bad,2023-04,,241.857.895-05,908
984,30,male,1,own,little,,2028,24,furniture/equipment,good,2023-01,,186.717.649-15,557
985,25,female,2,rent,little,little,1433,15,furniture/equipment,good,2023-02,,778.410.793-54,546
